HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,deck,deck_num,deck_side,group,group_number,RoomService_cat,FoodCourt_cat,ShoppingMall_cat,Spa_cat,VRDeck_cat
Earth,False,PSO J318.5-22,11.0,False,0.0,0.0,0.0,0.0,0.0,Ralda Litthews,G,505,S,3195,4,False,False,False,False,False
Earth,False,TRAPPIST-1e,27.0,False,0.0,1.79,0.0,6.7,4.67,Ton Monroellynn,G,889,S,5514,3,False,True,False,True,True
Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Kabiak Spandisket,B,229,P,6858,2,False,False,False,False,False
Europa,False,TRAPPIST-1e,26.0,False,0.0,6.93,8.1,6.72,5.87,Merops Pronfraked,C,50,S,1238,1,False,True,True,True,True
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Jenn Gallard,G,541,S,3392,2,False,False,False,False,False
Mars,False,TRAPPIST-1e,42.0,False,3.78,0.0,8.2,0.0,2.2,Grey Ancy,F,593,P,2878,1,True,False,True,False,True
Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Diramak Objeciane,B,155,S,4066,2,False,False,False,False,False
Europa,False,55 Cancri e,28.0,True,2.94,3.09,8.0,8.19,5.06,Preo Openduave,B,251,S,6514,1,True,True,True,True,True
Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Azharga Unpasine,B,19,S,0504,5,False,False,False,False,False
Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Deanny Wonglasquez,G,266,P,1651,3,False,False,False,False,False
Europa,False,55 Cancri e,28.0,False,0.0,5.08,0.0,7.34,7.26,Terfak Distured,C,225,P,6971,6,False,True,False,True,True
Mars,False,TRAPPIST-1e,13.0,False,7.02,2.4,7.19,0.0,0.0,Muls Wooes,F,1162,S,6096,2,True,True,True,False,False
Europa,False,TRAPPIST-1e,43.0,False,0.69,8.58,0.0,1.95,0.0,Shail Whealeed,B,245,S,6285,2,True,True,False,True,False
Europa,False,TRAPPIST-1e,36.0,False,0.0,8.56,5.84,5.62,9.45,Kabih Namsheary,C,171,S,4603,2,False,True,True,True,True
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Elice Paulllegory,G,1473,S,9148,1,False,False,False,False,False
Europa,True,TRAPPIST-1e,72.0,False,0.0,0.0,0.0,0.0,0.0,Quarkab Supred,B,106,S,2718,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,31.0,False,5.07,4.7,6.55,0.0,2.3,Benew Ramoran,E,57,S,0808,1,True,True,True,False,True
Earth,False,TRAPPIST-1e,19.0,False,3.37,7.88,0.0,0.0,4.82,Lavey Delazarson,F,1586,S,8271,1,True,True,False,False,True
Earth,False,55 Cancri e,49.0,False,6.39,0.0,0.0,4.77,0.0,Ambert Sellentry,F,1693,P,8197,1,True,False,False,True,False
Earth,False,TRAPPIST-1e,33.0,False,1.39,0.0,3.33,0.0,7.92,Lynnee Bonder,F,467,S,2435,1,True,False,True,False,True
Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Marms Emead,E,77,P,1231,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Pot Hapie,E,545,P,8552,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,24.0,False,5.06,0.0,7.37,0.0,0.0,Latsts Karte,F,1077,S,5643,1,True,False,True,False,False
Mars,False,TRAPPIST-1e,47.0,False,7.73,0.0,4.76,0.0,0.0,Blus Danad,D,108,P,3419,1,True,False,True,False,False
Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,Weney Franton,G,559,P,3413,1,False,False,False,False,False
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Hanna Goodson,G,1384,P,8493,1,False,False,False,False,False
Earth,True,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,Allyny Burchard,G,1146,P,7116,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,6.52,4.82,Ireene Boltertley,F,1058,S,5521,1,False,False,False,True,True
Europa,False,TRAPPIST-1e,37.0,False,0.0,7.2,0.69,2.48,1.95,Neutrin Crakenecal,D,57,S,1590,1,False,True,True,True,True
Earth,False,PSO J318.5-22,13.0,False,0.0,2.64,6.75,0.0,4.28,Elindy Callowery,F,432,S,2206,1,False,True,True,False,True
Earth,False,PSO J318.5-22,46.0,False,0.0,0.0,6.61,1.39,1.79,Monah Pittson,G,1095,P,6756,2,False,False,True,True,True
Earth,False,TRAPPIST-1e,36.0,False,3.04,0.0,6.74,0.0,0.0,Idarry Oneidson,F,1353,S,7077,1,True,False,True,False,False
Mars,False,TRAPPIST-1e,17.0,False,5.96,0.0,3.33,7.69,0.0,Mins Hapie,F,1756,P,8552,2,True,False,True,True,False
Europa,False,TRAPPIST-1e,36.0,False,0.0,6.92,0.0,2.77,7.95,Solark Filerst,B,148,P,4491,1,False,True,False,True,True
Earth,False,PSO J318.5-22,42.0,False,0.0,5.12,0.0,4.73,6.13,Rica Jacostaffey,F,1284,P,6220,1,False,True,False,True,True
Europa,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Brark Whetedy,B,128,P,4102,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,31.0,False,0.0,3.97,0.0,7.99,6.92,Sadar Motled,B,235,S,6152,2,False,True,False,True,True
Europa,False,55 Cancri e,25.0,False,4.94,8.4,0.0,0.0,7.63,Dyonevi Demansty,B,231,S,6015,2,True,True,False,False,True
Earth,False,55 Cancri e,19.0,False,0.0,5.82,6.23,0.0,0.0,Eriey Bartez,G,573,S,3566,1,False,True,True,False,False
Europa,False,55 Cancri e,36.0,False,0.0,9.01,1.61,0.0,9.01,Bottom Unkcatted,C,306,S,8202,5,False,True,True,False,True
Earth,False,PSO J318.5-22,28.0,False,0.0,2.89,0.0,0.0,6.51,Jona Dukertyler,F,870,S,4630,1,False,True,False,False,True
Mars,False,TRAPPIST-1e,43.0,False,6.96,4.69,6.36,6.47,0.0,Muld Sidie,D,257,P,8222,1,True,True,True,True,False
Earth,False,TRAPPIST-1e,36.0,False,6.68,5.92,0.0,5.43,0.0,Jacque Briggston,F,1870,P,9128,1,True,True,False,True,False
Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Zosmark Unaasor,E,574,P,8937,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,56.0,True,6.9,0.0,5.18,0.0,6.61,Proos Horte,F,1433,P,6917,1,True,False,True,False,True
Earth,False,55 Cancri e,50.0,False,0.0,6.07,1.39,0.0,7.61,Naomin Litthews,F,1716,S,8840,1,False,True,True,False,True
Mars,False,TRAPPIST-1e,45.0,True,7.0,6.86,5.83,0.0,0.0,Squars Rekle,D,266,P,8541,1,True,True,True,False,False
Earth,False,55 Cancri e,29.0,False,0.0,0.0,3.09,6.6,0.0,Timmie Rocknight,F,982,S,5125,1,False,False,True,True,False
Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Coxaton Listive,A,84,S,6827,2,False,False,False,False,False
Mars,False,55 Cancri e,42.0,False,7.05,0.0,0.0,5.72,0.0,Carde Pité,F,1266,P,6118,1,True,False,False,True,False
Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Grafirk Wirybody,C,303,P,9131,2,False,False,False,False,False
Earth,False,TRAPPIST-1e,20.0,False,5.74,0.0,5.92,0.0,1.61,Lawren Fielsenders,F,617,P,2950,1,True,False,True,False,True
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Con Brele,F,526,P,2562,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,23.0,False,7.33,0.0,6.75,5.69,0.0,Hones Panie,F,1330,P,6422,1,True,False,True,True,False
Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Wine Patthews,G,586,S,3626,1,False,False,False,False,False
Earth,False,55 Cancri e,41.0,False,6.45,0.0,1.95,0.0,0.0,Breney Philloway,E,421,P,6611,1,True,False,True,False,False
Mars,False,55 Cancri e,33.0,False,7.56,1.61,0.0,0.0,5.43,Booss Rekle,D,266,P,8541,2,True,True,False,False,True
Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Rica Hoppers,E,136,P,2281,1,False,False,False,False,False
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Minus Valindle,C,89,S,2499,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,35.0,False,5.01,0.0,4.56,6.46,0.0,Vanez Whitersone,F,1381,S,7193,1,True,False,True,True,False
Europa,False,TRAPPIST-1e,61.0,False,5.79,8.56,0.0,3.0,6.28,Genif Amincrerus,B,145,S,3736,1,True,True,False,True,True
Mars,False,TRAPPIST-1e,23.0,False,6.54,0.0,0.0,5.68,7.38,Cuses Fisty,D,196,P,6273,1,True,False,False,True,True
Earth,True,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,0.0,Grette Dillips,G,101,S,0674,1,False,False,False,False,False
Earth,False,PSO J318.5-22,43.0,False,1.79,3.22,0.0,8.57,0.0,Netty Maynardner,G,1260,P,7841,1,True,True,False,True,False
Europa,False,55 Cancri e,28.0,False,0.0,8.38,0.0,6.54,0.0,Proxima Sageng,B,47,P,1424,4,False,True,False,True,False
Earth,False,TRAPPIST-1e,14.0,False,5.99,3.09,6.13,6.23,5.23,Agnesa Cainghannon,F,1410,S,7328,1,True,True,True,True,True
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Prah Bine,F,741,P,3569,1,False,False,False,False,False
Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Hekark Maging,C,220,S,5842,1,False,False,False,False,False
Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Plat Flate,D,107,S,3332,2,False,False,False,False,False
Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Darrie Keithunts,G,596,P,3650,1,False,False,False,False,False
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Powl Shcad,F,402,P,2032,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,47.0,False,5.37,0.0,7.25,0.0,7.11,Coobix Datie,F,9,P,0031,1,True,False,True,False,True
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Brance Byerson,G,568,P,3454,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Salley Crosarios,G,252,P,1585,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,31.0,False,7.22,0.0,0.0,0.0,3.04,Rossie Chanan,F,998,S,5207,2,True,False,False,False,True
Earth,False,TRAPPIST-1e,22.0,False,3.87,5.8,5.2,3.26,5.04,Ianya Norry,F,437,S,2229,1,True,True,True,True,True
Mars,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Gone Pri,F,1722,S,8896,1,False,False,False,False,False
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Aske Scoudelle,A,71,P,6864,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,54.0,True,4.71,0.0,7.04,2.08,3.14,Ors Pare,F,846,P,4128,1,True,False,True,True,True
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Bertle Roachoanand,G,91,P,0597,2,False,False,False,False,False
Mars,False,TRAPPIST-1e,18.0,False,7.0,3.43,5.73,0.0,0.0,Honda Bert,F,1023,P,5016,1,True,True,True,False,False
Earth,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Troyra Moodsey,G,622,S,3793,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Glena Fryan,G,1136,P,7036,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,57.0,False,5.91,0.0,6.46,6.99,6.24,Cinets Pota,F,1289,P,6253,1,True,False,True,True,True
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Cary Pooles,G,820,P,5083,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Gerry Englence,G,1449,S,8998,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,21.0,False,6.86,7.42,4.41,0.0,4.36,Vanney Vandan,F,1069,S,5601,4,True,True,True,False,True
Mars,False,TRAPPIST-1e,25.0,False,6.02,3.47,2.64,7.12,2.3,Poselk Paste,F,1766,S,9139,1,True,True,True,True,True
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Ireen Domington,G,943,S,5812,4,False,False,False,False,False
Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Sweal Erry,F,745,P,3596,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,33.0,False,0.0,1.1,0.0,6.66,1.95,Therta Crayeson,E,585,S,8910,1,False,True,False,True,True
Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Tark Replic,B,53,P,1567,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,13.0,False,3.3,4.39,6.98,0.0,0.0,Eduana Alshipson,F,869,P,4221,1,True,True,True,False,False
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Supies Biba,F,1057,P,5173,1,False,False,False,False,False
Earth,False,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,Man Trerady,G,1460,S,9074,6,False,False,False,False,False
Mars,False,55 Cancri e,36.0,False,7.2,1.79,8.96,0.0,0.0,Flark Potte,E,451,S,6814,1,True,True,True,False,False
Europa,False,55 Cancri e,40.0,False,0.0,7.42,0.0,4.69,5.77,Eltard Slable,A,76,S,6400,1,False,True,False,True,True
Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Jacky Santin,G,46,P,0283,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Ianya Peckers,G,130,S,0868,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,33.0,False,2.56,0.0,6.89,0.0,0.0,Jona Chaellerty,E,67,S,0924,1,True,False,True,False,False
Earth,False,55 Cancri e,54.0,False,6.62,0.0,3.78,2.64,0.0,Coreen Lynnerett,G,1070,P,6622,1,True,False,True,True,False
Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,3.14,6.71,3.09,Shaele Wilkinner,F,873,P,4230,1,False,False,True,True,True
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Adriet Kerristicey,G,649,P,3966,3,False,False,False,False,False
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Geonkaa Cattyried,B,309,S,7875,1,False,False,False,False,False
Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Len Yorkland,G,66,S,0461,3,False,False,False,False,False
Europa,False,TRAPPIST-1e,47.0,False,8.26,8.25,0.0,2.48,5.28,Alphah Wirdley,A,27,P,3204,2,True,True,False,True,True
Mars,True,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Othawk Pette,E,385,P,6034,2,False,False,False,False,False
Earth,False,PSO J318.5-22,42.0,False,3.93,1.79,4.47,3.04,6.0,Dandra Prinson,F,1679,S,8683,1,True,True,True,True,True
Earth,False,PSO J318.5-22,41.0,False,0.0,4.8,0.0,4.64,6.19,Lyny Mcinton,F,718,S,3822,1,False,True,False,True,True
Earth,False,TRAPPIST-1e,22.0,False,2.94,2.2,0.0,0.0,6.39,Bel Ewins,G,913,S,5639,1,True,True,False,False,True
Earth,False,TRAPPIST-1e,44.0,False,4.45,6.26,2.77,3.89,3.66,Jeroy Buckentry,F,140,P,0663,1,True,True,True,True,True
Earth,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Carma Byerry,G,563,S,3470,2,False,False,False,False,False
Earth,False,TRAPPIST-1e,18.0,False,2.89,0.69,7.48,0.0,0.69,Fredy Batestonley,G,603,P,3716,1,True,True,True,False,True
Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Bethew Chavezalez,G,152,P,1024,4,False,False,False,False,False
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Glueba Clumsty,A,75,S,6360,2,False,False,False,False,False
Earth,False,TRAPPIST-1e,14.0,False,0.0,0.0,6.56,5.55,1.1,Amandy Munozanson,F,622,P,2965,1,False,False,True,True,True
Earth,False,TRAPPIST-1e,25.0,False,3.0,0.0,6.05,0.0,5.88,Vivia Burraymons,F,757,S,4000,2,True,False,True,False,True
Earth,False,55 Cancri e,34.0,False,5.45,6.12,0.0,5.38,0.0,Ebonya Buchansen,G,600,S,3674,1,True,True,False,True,False
Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Jagice Sueke,F,1176,S,6148,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,G,3,P,0044,1,False,False,False,False,False
Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Done Lunapperts,G,144,S,0951,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,7.05,Chrisa Hurchanney,F,1396,S,7247,1,False,False,False,False,True
Earth,False,PSO J318.5-22,14.0,False,4.38,4.87,0.0,7.19,0.0,Gera Beston,E,502,S,7577,1,True,True,False,True,False
Europa,False,TRAPPIST-1e,23.0,False,2.2,8.31,0.0,0.0,2.77,Mergas Alaring,D,69,S,2074,2,True,True,False,False,True
Mars,False,TRAPPIST-1e,18.0,False,3.47,7.13,0.0,0.0,0.0,Hock Sidie,F,1697,P,8222,2,True,True,False,False,False
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Ale Casonston,G,655,P,3995,1,False,False,False,False,False
Europa,False,55 Cancri e,58.0,True,0.0,5.63,8.2,4.8,3.4,Ionan Stacketent,B,132,P,4166,2,False,True,True,True,True
Earth,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Sall Garzaley,G,1471,P,9048,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,21.0,False,3.43,4.53,6.36,0.0,0.0,Rald Mcphernard,F,511,P,2458,1,True,True,True,False,False
Mars,False,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,5.68,6.5,Cors Flé,D,143,P,4203,1,False,False,False,True,True
Earth,False,55 Cancri e,50.0,False,4.04,3.37,0.0,0.0,6.47,Ger Rigginsen,F,1096,S,5742,1,True,True,False,False,True
Europa,False,TRAPPIST-1e,28.0,False,0.0,8.2,0.0,3.43,8.09,Altar Clugete,C,140,P,4450,4,False,True,False,True,True
Earth,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Dorene Water,G,1245,S,7661,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,1.1,5.7,4.52,Nancis Brighttt,G,27,P,0181,1,False,False,True,True,True
Europa,False,TRAPPIST-1e,25.0,True,0.0,0.0,0.0,0.0,0.0,Acruxon Discuous,B,121,S,3292,4,False,False,False,False,False
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Joana Moorez,G,317,S,2006,3,False,False,False,False,False
Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Letty Chanan,G,925,S,5705,1,False,False,False,False,False
Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Minoces Hometerval,B,113,P,3506,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,32.0,False,4.03,0.0,5.55,7.27,0.0,Teda Wist,F,45,S,0233,1,True,False,True,True,False
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Milyla Waltonnedy,G,112,S,0746,1,False,False,False,False,False
Europa,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Mesonon Fruidy,C,209,S,5367,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Otlios Hacle,F,1319,S,6894,2,False,False,False,False,False
Europa,False,55 Cancri e,44.0,False,2.2,7.75,0.0,6.45,0.0,Quarkib Mosteraked,B,269,P,8098,2,True,True,False,True,False
Europa,False,55 Cancri e,25.0,False,0.0,9.68,6.93,5.24,6.94,Azim Sometery,C,285,S,7646,1,False,True,True,True,True
Earth,False,TRAPPIST-1e,17.0,False,5.92,0.0,6.17,0.0,0.0,Prilly Jacostarks,G,756,P,4657,1,True,False,True,False,False
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Tamie Blace,G,142,P,0970,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Dessie Bulliamoses,G,809,P,5003,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,36.0,False,0.0,7.69,0.0,7.0,4.97,Mothab Tachor,A,48,S,4089,1,False,True,False,True,True
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Unch Seche,E,158,P,2602,3,False,False,False,False,False
Mars,False,TRAPPIST-1e,45.0,False,6.85,5.64,3.58,2.48,3.66,Froon Parta,F,833,S,4415,1,True,True,True,True,True
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Loresa Wolfernan,G,478,S,3032,2,False,False,False,False,False
Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Besse Connon,G,867,S,5334,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,37.0,False,5.0,0.0,6.53,7.28,4.48,Chal Emone,F,1774,S,9180,1,True,False,True,True,True
Mars,True,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Cranch Chpie,F,1502,S,7853,3,False,False,False,False,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Andie Wolfernan,G,478,S,3032,3,False,False,False,False,False
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Pennie Haynard,G,1300,P,8046,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,63.0,False,0.0,4.64,0.0,6.4,0.0,Dia Hortis,F,974,P,4794,1,False,True,False,True,False
Earth,False,TRAPPIST-1e,47.0,False,0.0,0.0,6.78,0.0,0.69,Ralda Acobsond,G,357,S,2220,1,False,False,True,False,True
Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Polaton Fralledic,C,283,S,7596,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,37.0,False,5.51,0.0,6.56,1.61,0.0,Kendy Logannon,G,685,P,4165,1,True,False,True,True,False
Europa,False,TRAPPIST-1e,64.0,False,0.0,7.46,2.4,5.99,6.62,Tauria Unpasine,B,19,S,0504,4,False,True,True,True,True
Mars,False,TRAPPIST-1e,24.0,False,6.08,0.0,7.67,0.0,0.0,Babix Prine,D,139,S,4317,1,True,False,True,False,False
Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Alcyon Brathful,C,227,S,6094,2,False,False,False,False,False
Mars,False,55 Cancri e,23.0,False,6.41,6.75,4.32,7.21,0.0,Vuls Sidne,F,1197,P,5772,1,True,True,True,True,False
Earth,False,TRAPPIST-1e,37.0,False,0.0,6.33,5.9,0.0,4.13,Clarry Sterreray,E,216,P,3625,1,False,True,True,False,True
Earth,False,TRAPPIST-1e,18.0,False,3.09,0.0,6.52,0.0,0.0,Patsya Bonder,G,1334,P,8216,1,True,False,True,False,False
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,3.14,3.4,6.7,Beathy Stephendsey,F,1364,P,6562,1,False,False,True,True,True
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Jeron Flynner,G,547,S,3408,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,38.0,False,3.56,0.0,0.0,0.0,6.57,Eilace Hardley,F,285,S,1493,1,True,False,False,False,True
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Jordy Hayder,G,531,S,3342,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Atonea Inesely,B,230,S,5977,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,23.0,False,6.23,0.0,5.26,0.0,0.69,Armene Sykess,G,1205,P,7450,1,True,False,True,False,True
Mars,False,TRAPPIST-1e,24.0,False,5.84,0.0,6.11,0.0,6.37,Weers Chort,E,177,S,2540,1,True,False,True,False,True
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Chelly Kaney,G,696,S,4260,1,False,False,False,False,False
Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Barave Katte,F,525,P,2558,4,False,False,False,False,False
Earth,False,PSO J318.5-22,70.0,False,0.0,1.1,0.0,0.69,7.16,Lavey Hopez,F,338,P,1708,1,False,True,False,True,True
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Mollen Garnettiz,G,437,P,2702,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,24.0,False,4.06,0.0,1.39,6.67,3.99,Scotte Carterson,E,225,P,3816,1,True,False,True,True,True
Earth,False,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Glena Coolerson,G,469,P,2892,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,36.0,False,6.04,3.69,1.95,5.82,0.0,Berly Vinozarks,F,592,P,2877,1,True,True,True,True,False
Earth,False,PSO J318.5-22,40.0,False,6.04,0.0,5.84,0.0,0.0,Maen Dickley,F,1439,S,7534,1,True,False,True,False,False
Earth,False,55 Cancri e,21.0,False,6.65,0.0,0.0,3.69,0.0,Ine Litthews,G,341,S,2124,1,True,False,False,True,False
Earth,False,PSO J318.5-22,31.0,False,0.0,6.77,0.0,0.0,0.0,Shany Yorkland,E,27,S,0461,1,False,True,False,False,False
Earth,True,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Elene Ryanglasey,G,133,P,0928,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,40.0,False,6.87,2.64,5.77,0.0,0.0,Pon Meau,E,537,P,8377,1,True,True,True,False,False
Earth,False,TRAPPIST-1e,37.0,False,3.09,1.61,0.0,6.62,0.0,Elenna Mulley,G,255,P,1601,1,True,True,False,True,False
Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Donnie Steinardson,G,1100,P,6774,2,False,False,False,False,False
Mars,False,TRAPPIST-1e,26.0,False,7.4,0.0,4.38,1.95,0.0,Beal Soun,D,134,P,3988,1,True,False,True,True,False
Mars,False,TRAPPIST-1e,30.0,False,4.93,0.0,5.34,6.86,0.0,Pos Saf,E,340,P,5416,2,True,False,True,True,False
Earth,False,TRAPPIST-1e,19.0,False,0.0,5.58,6.78,0.69,5.68,Jeanie Serraynardy,F,881,P,4257,1,False,True,True,True,True
Mars,False,TRAPPIST-1e,45.0,False,6.78,0.0,6.06,0.0,0.0,Lish Fla,F,1059,P,5198,1,True,False,True,False,False
